ip,Protocol,dst,src,len0,len1,len2
0,3,5,1,66,52,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,0,5,5,60,0,0
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,154,140,100
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,1,98,84,32
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,144,130,90
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,192,178,138
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,176,162,122
0,3,5,5,1514,1500,1460
0,3,5,5,184,170,130
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,174,160,120
0,3,5,5,190,176,136
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,168,154,114
0,3,5,5,694,680,640
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,194,180,140
0,3,5,5,60,40,0
0,3,5,5,192,178,138
0,3,5,5,70,56,16
0,3,5,5,1230,1216,1176
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,946,932,892
0,3,1,5,622,608,556
0,3,5,5,1230,1216,1176
0,3,5,5,144,130,90
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,146,132,92
0,3,5,1,98,84,32
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,5,182,168,128
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,220,206,166
0,3,5,5,60,40,0
0,3,5,5,200,186,146
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,152,138,98
0,3,5,5,66,52,12
0,3,5,5,98,84,44
0,3,5,5,66,52,12
0,3,5,5,1230,1216,1176
0,3,5,5,178,164,124
0,3,1,5,1514,1500,1448
0,3,1,5,74,60,8
0,0,5,5,60,0,0
0,3,1,5,1514,1500,1448
0,3,1,5,618,604,552
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,1,98,84,32
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,1,98,84,32
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,946,932,892
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,618,604,552
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,174,160,120
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,232,218,178
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,1,5,70,56,4
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,218,204,164
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,186,172,132
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,142,128,88
0,3,5,5,1230,1216,1176
0,3,5,5,1514,1500,1460
0,3,5,5,1230,1216,1176
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,186,172,132
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,1,5,5,213,199,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,142,128,88
0,3,5,5,694,680,640
0,3,5,5,161,147,107
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,5,5,210,196,156
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,1,5,70,56,4
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,130,116,76
0,3,5,5,66,52,12
0,3,1,5,618,604,552
0,3,1,5,1514,1500,1448
0,3,5,5,222,208,168
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,1230,1216,1176
0,3,5,5,95,81,41
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,5,5,1230,1216,1176
0,3,5,5,162,148,108
0,3,1,5,618,604,552
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,200,186,146
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,144,130,90
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,166,152,112
0,3,5,5,172,158,118
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1230,1216,1176
0,3,5,5,188,174,134
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,198,184,144
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,1,98,84,32
0,3,5,5,66,52,12
0,3,5,5,172,158,118
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,158,144,104
0,3,5,5,178,164,124
0,3,5,5,1514,1500,1460
0,3,5,5,164,150,110
0,3,5,5,694,680,640
0,3,5,1,98,84,32
0,3,5,5,144,130,90
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,214,200,160
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,1,5,5,213,199,0
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,216,202,162
0,3,5,5,66,52,12
0,3,5,5,862,848,808
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1494,1480,1440
0,3,5,5,172,158,118
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,160,146,106
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,70,56,16
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,70,56,16
0,3,5,5,1230,1216,1176
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,202,188,148
0,3,5,5,694,680,640
0,0,5,5,60,0,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,98,84,44
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,156,142,102
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,946,932,892
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,1494,1480,1440
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,1,5,5,213,199,0
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,1,98,84,32
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,5,146,132,92
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,166,152,112
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,186,172,132
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,172,158,118
0,3,5,5,1514,1500,1460
0,3,5,5,146,132,92
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,1,5,70,56,4
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,174,160,120
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,250,236,196
0,3,5,5,210,196,156
0,3,5,5,70,56,16
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,0,5,5,60,0,0
0,3,5,5,66,52,12
0,3,5,5,160,146,106
0,3,5,5,98,84,44
0,3,5,5,1230,1216,1176
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,208,194,154
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,1,5,70,56,4
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,1230,1216,1176
0,3,5,5,212,198,158
0,3,5,5,224,210,170
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,254,240,200
0,3,5,5,206,192,152
0,3,5,5,60,40,0
0,3,1,5,70,56,4
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,1,98,84,32
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,70,56,16
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,188,174,134
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,1,5,70,56,4
0,3,5,1,66,52,0
0,3,5,5,158,144,104
0,3,1,5,618,604,552
0,3,5,5,1230,1216,1176
0,3,5,5,212,198,158
0,3,5,5,946,932,892
0,3,5,5,1514,1500,1460
0,3,5,5,1230,1216,1176
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,1,98,84,32
0,3,5,5,1514,1500,1460
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,230,216,176
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,182,168,128
0,3,5,5,60,40,0
0,5,5,5,339,325,0
0,3,5,5,222,208,168
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,1,66,52,0
0,3,5,1,98,84,32
0,3,5,5,154,140,100
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,946,932,892
0,3,5,5,98,84,44
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,148,134,94
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,1,5,70,56,4
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,206,192,152
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,188,174,134
0,3,5,5,190,176,136
0,3,1,5,1514,1500,1448
0,3,5,5,146,132,92
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,242,228,188
0,3,1,5,82,68,16
0,3,1,5,70,56,4
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,0,5,5,182,0,0
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,98,84,44
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,232,218,178
0,3,5,5,222,208,168
0,0,5,5,60,0,0
0,3,5,5,236,222,182
0,3,5,5,694,680,640
0,3,1,5,618,604,552
0,3,5,1,98,84,32
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,93,79,39
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,146,132,92
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,234,220,180
0,3,5,5,250,236,196
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,232,218,178
0,3,5,5,220,206,166
0,3,5,5,1514,1500,1460
0,3,5,5,70,56,16
0,3,5,5,144,130,90
0,3,5,5,1514,1500,1460
0,3,5,5,262,248,208
0,3,5,5,694,680,640
0,3,5,5,208,194,154
0,3,5,5,60,40,0
0,3,5,5,244,230,190
0,3,5,5,66,52,12
0,3,5,1,98,84,32
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,222,208,168
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,100,86,46
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,254,240,200
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,220,206,166
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,66,52,12
0,3,5,5,1514,1500,1460
0,3,5,5,192,178,138
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,212,198,158
0,3,5,5,146,132,92
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,1,66,52,0
0,3,5,5,1230,1216,1176
0,3,5,5,214,200,160
0,3,1,5,1514,1500,1448
0,3,5,5,198,184,144
0,3,5,1,98,84,32
0,3,5,5,60,40,0
0,3,5,5,142,128,88
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,1,66,52,0
0,3,5,5,1230,1216,1176
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,1,5,70,56,4
0,3,1,5,618,604,552
0,3,5,5,1230,1216,1176
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,1,98,84,32
0,3,5,5,946,932,892
0,3,5,5,1230,1216,1176
0,3,5,1,66,52,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,196,182,142
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,3,5,5,244,230,190
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,1,66,52,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,1,5,66,52,0
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,694,680,640
0,3,5,5,1230,1216,1176
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,102,88,48
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,5,5,200,186,146
0,3,5,5,138,124,84
0,3,5,5,156,142,102
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,162,148,108
0,3,5,5,694,680,640
0,3,5,5,190,176,136
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,1,5,70,56,4
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,694,680,640
0,3,5,5,170,156,116
0,3,5,5,164,150,110
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,8,5,5,70,56,0
0,3,5,5,66,52,12
0,3,5,5,66,52,12
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,144,130,90
0,3,5,5,98,84,44
0,3,5,5,60,40,0
0,3,5,5,210,196,156
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,1,98,84,32
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,946,932,892
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,5,176,162,122
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,5,5,1230,1216,1176
0,0,5,5,60,0,0
0,3,5,5,1230,1216,1176
0,3,5,5,66,52,12
0,3,5,5,694,680,640
0,3,5,5,70,56,16
0,3,5,5,144,130,90
0,3,5,5,66,52,12
0,3,1,5,1514,1500,1448
0,3,5,1,98,84,32
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,70,56,16
0,3,5,5,60,40,0
0,3,5,5,1230,1216,1176
0,3,5,5,1494,1480,1440
0,3,1,5,618,604,552
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,66,52,12
0,3,5,5,176,162,122
0,3,5,5,198,184,144
0,3,5,5,1514,1500,1460
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,5,1230,1216,1176
0,3,1,5,70,56,4
0,3,5,5,694,680,640
0,3,1,5,1514,1500,1448
0,3,5,5,60,40,0
0,3,1,5,70,56,4
0,3,5,5,1514,1500,1460
0,3,1,5,1514,1500,1448
0,3,5,5,1230,1216,1176
0,3,5,1,66,52,0
0,3,5,5,694,680,640
0,3,5,5,1514,1500,1460
0,3,5,5,194,180,140
0,3,5,5,66,52,12
0,3,5,5,158,144,104
0,3,5,5,60,40,0
0,3,1,5,1514,1500,1448
0,3,5,5,1514,1500,1460
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,60,40,0
0,3,5,5,1514,1500,1460
0,3,5,5,148,134,94
0,3,1,5,1514,1500,1448
0,3,5,5,66,52,12
0,3,5,1,66,52,0
0,3,5,5,1514,1500,1460
0,3,5,5,66,52,12
0,3,5,5,946,932,892
0,3,5,1,66,52,0
0,3,1,5,1514,1500,1448
0,3,5,1,66,52,0
0,3,5,5,66,52,12
0,3,5,1,98,84,32
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,946,932,892
0,3,5,5,1230,1216,1176
0,3,5,5,60,40,0
0,3,5,5,694,680,640
0,3,5,5,946,932,892
0,3,5,5,694,680,640
0,3,5,5,60,40,0
0,3,5,1,66,52,0
